split,seed,coverage,method,fault_kind,source_hidden,magnitude,threshold,true_station,n_windows_during,detection_rate,detected_episode,top1,within1,median_station_error,top1_episode,within1_episode,lead_time_min,first_alert_t_s,first_correct_alert_t_s
tune,1006,0.5,RippleTwin,SLOWDOWN,False,1.3879286554113792,39.99294167411538,27,55,0.5818181818181818,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,0.5,B2_observed_only_twin,SLOWDOWN,False,1.3879286554113792,39.987745614480566,27,55,0.5818181818181818,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,0.5,B0_SPC_observed,SLOWDOWN,False,1.3879286554113792,5.012127239822025,27,55,0.5454545454545454,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,0.5,B3_TurningPoint,SLOWDOWN,False,1.3879286554113792,0.40563520887847676,27,55,0.05454545454545454,1.0,1.0,1.0,0.0,1.0,1.0,250.76565927933248,24413.079949174542,24413.079949174542
tune,1006,0.5,B1_IsolationForest,SLOWDOWN,False,1.3879286554113792,0.7423023198141773,27,55,0.0,0.0,,,,0.0,0.0,,,
tune,1006,0.25,RippleTwin,SLOWDOWN,False,1.3879286554113792,23.87887940963418,27,55,0.5818181818181818,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,0.25,B2_observed_only_twin,SLOWDOWN,False,1.3879286554113792,23.87066583332845,27,55,0.5818181818181818,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,0.25,B0_SPC_observed,SLOWDOWN,False,1.3879286554113792,4.674774997918179,27,55,0.5454545454545454,1.0,1.0,1.0,0.0,1.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1006,0.25,B3_TurningPoint,SLOWDOWN,False,1.3879286554113792,0.39660743155955724,27,55,0.07272727272727272,1.0,1.0,1.0,0.0,1.0,1.0,200.70736617024147,27416.577535720004,27416.577535720004
tune,1006,0.25,B1_IsolationForest,SLOWDOWN,False,1.3879286554113792,0.7158774793615637,27,55,0.4727272727272727,1.0,0.0,1.0,1.0,0.0,1.0,260.65193312040645,23819.903518710104,23819.903518710104
tune,1007,1.0,RippleTwin,SLOWDOWN,False,1.3225338259901676,42.5638498837417,20,55,0.6727272727272727,1.0,1.0,1.0,0.0,1.0,1.0,,37317.61082881588,
tune,1007,1.0,B2_observed_only_twin,SLOWDOWN,False,1.3225338259901676,42.5638498837417,20,55,0.6727272727272727,1.0,1.0,1.0,0.0,1.0,1.0,,37317.61082881588,
tune,1007,1.0,B0_SPC_observed,SLOWDOWN,False,1.3225338259901676,5.124273832797681,20,55,0.6909090909090909,1.0,1.0,1.0,0.0,1.0,1.0,,37317.61082881588,
tune,1007,1.0,B3_TurningPoint,SLOWDOWN,False,1.3225338259901676,0.4108436123761012,20,55,0.01818181818181818,1.0,0.0,0.0,14.0,0.0,0.0,,46163.5568646344,
tune,1007,1.0,B1_IsolationForest,SLOWDOWN,False,1.3225338259901676,0.7784702529546166,20,55,0.0,0.0,,,,0.0,0.0,,,
tune,1007,0.75,RippleTwin,SLOWDOWN,False,1.3225338259901676,31.30364205825687,20,55,0.6909090909090909,1.0,1.0,1.0,0.0,1.0,1.0,,37317.61082881588,
tune,1007,0.75,B2_observed_only_twin,SLOWDOWN,False,1.3225338259901676,31.30364205825687,20,55,0.6909090909090909,1.0,1.0,1.0,0.0,1.0,1.0,,37317.61082881588,
tune,1007,0.75,B0_SPC_observed,SLOWDOWN,False,1.3225338259901676,5.061702559429017,20,55,0.6909090909090909,1.0,1.0,1.0,0.0,1.0,1.0,,37317.61082881588,
tune,1007,0.75,B3_TurningPoint,SLOWDOWN,False,1.3225338259901676,0.41240313011539886,20,55,0.0,0.0,,,,0.0,0.0,,,
tune,1007,0.75,B1_IsolationForest,SLOWDOWN,False,1.3225338259901676,0.7423023198141773,20,55,0.05454545454545454,1.0,0.0,1.0,1.0,0.0,1.0,,49156.49749681926,
tune,1007,0.5,RippleTwin,SLOWDOWN,True,1.3225338259901676,39.99294167411538,20,55,0.01818181818181818,1.0,0.0,0.0,14.0,0.0,0.0,,46163.5568646344,
